id_produto,nome_produto,sku,id_categoria,fornecedor,preco,peso_kg,estoque_disponivel,ativo,precisa_revisao,data_cadastro_produto,total_pedidos,receita_total,ticket_medio,total_unidades_vendidas,total_avaliacoes,media_nota_produto,media_nota_nps,pct_recomendacoes_sim,total_tickets,media_tempo_resolucao_horas,media_nota_suporte,timestamp_ingestion_gold
PROD-0395,Balanco Infantil,BRIN-BALANCO-BRINQUEDOS-0395,CATEG-0003,Brinquedos Do Brasil Ltda,261.00,0.56,476,Não,Não,2025-02-14,295,167001.56,566.11,791,145,3.61,6.99,72.41,30,60.09,3.37,2026-05-16 20:42:35.119941
PROD-0396,Jogo De Memoria,BRIN-JOGO-TOY-0396,CATEG-0003,Toy Import Atacado,80.00,2.82,336,Não,Não,2025-02-14,580,104005.23,179.32,1634,300,3.57,7.12,75.67,45,49.89,3.47,2026-05-16 20:42:35.119941
PROD-0397,Domino Infantil,BRIN-DOMINO-TOY-0397,CATEG-0003,Toy Import Atacado,-1.00,5.77,376,Não,Sim,2021-02-02,554,122734.18,221.54,1521,290,3.69,7.3,77.59,45,62.96,3.6,2026-05-16 20:42:35.119941
PROD-0398,Kit Panelinhas Infantil,BRIN-KIT-BRINQUEDOS-0398,CATEG-0003,Brinquedos Do Brasil Ltda,-1.00,6.49,265,Sim,Sim,2025-09-08,613,133284.14,217.43,1583,318,3.77,7.31,79.25,52,56.87,3.6,2026-05-16 20:42:35.119941
PROD-0399,Fantasia Infantil,BRIN-FANTASIA-FUN-0399,CATEG-0003,Fun Kids Distribuidora,122.00,7.45,304,Sim,Não,2022-06-09,309,82006.78,265.39,800,129,3.63,7.24,75.97,26,65.06,3.42,2026-05-16 20:42:35.119941
PROD-0400,Telescopio Infantil,BRIN-TELESCOPIO-TOY-0400,CATEG-0003,Toy Import Atacado,204.00,5.61,69,Não,Não,2023-05-16,314,133702.02,425.8,771,154,3.58,6.92,74.03,25,60.7,3.32,2026-05-16 20:42:35.119941
PROD-0401,Microscopio Infantil,BRIN-MICROSCOPIO-TOY-0401,CATEG-0003,Toy Import Atacado,359.00,5.5,384,Não,Não,2018-01-09,134,109628.68,818.12,380,74,3.57,7.46,82.43,8,45.45,3.75,2026-05-16 20:42:35.119941
PROD-0402,Drone Infantil,BRIN-DRONE-BRINQUEDOS-0402,CATEG-0003,Brinquedos Do Brasil Ltda,213.00,0.35,261,Sim,Não,2019-09-15,326,156615.65,480.42,890,166,3.57,6.87,68.67,31,57.41,3.65,2026-05-16 20:42:35.119941
PROD-0403,Kit Experimentos Cientificos,BRIN-KIT-BRINQUEDOS-0403,CATEG-0003,Brinquedos Do Brasil Ltda,132.00,5.52,156,Sim,Não,2018-04-21,297,87814.26,295.67,812,158,3.51,7.19,74.68,25,73.22,3.92,2026-05-16 20:42:35.119941
PROD-0404,Piscina De Bolinhas,BRIN-PISCINA-BRINQUEDOS-0404,CATEG-0003,Brinquedos Do Brasil Ltda,154.00,3.31,0,Sim,Não,2018-07-28,313,112180.59,358.4,881,161,3.6,6.96,70.81,25,59.54,2.92,2026-05-16 20:42:35.119941
PROD-0405,Gangorra Infantil,BRIN-GANGORRA-BRINQUEDOS-0405,CATEG-0003,Brinquedos Do Brasil Ltda,178.00,5.06,365,Sim,Não,2019-04-12,297,119138.5,401.14,812,145,3.71,7.23,75.86,22,67.99,3.18,2026-05-16 20:42:35.119941
PROD-0406,Cama Elastica Infantil,BRIN-CAMA-TOY-0406,CATEG-0003,Toy Import Atacado,205.00,3.81,107,Sim,Não,2021-07-19,322,146843.84,456.04,873,162,3.73,7.31,78.4,27,55.42,3.48,2026-05-16 20:42:35.119941
PROD-0407,Lancador De Dardos,BRIN-LANCADOR-BRINQUEDOS-0407,CATEG-0003,Brinquedos Do Brasil Ltda,66.00,6.02,359,Sim,Não,2020-12-29,593,85480.91,144.15,1568,304,3.57,6.95,73.03,51,62.57,3.49,2026-05-16 20:42:35.119941
PROD-0408,Pistola De Bolhas,BRIN-PISTOLA-BRINQUEDOS-0408,CATEG-0003,Brinquedos Do Brasil Ltda,46.00,3.91,73,Sim,Não,2018-04-24,607,60826.89,100.21,1627,299,3.62,7.07,75.25,55,57.8,3.4,2026-05-16 20:42:35.119941
PROD-0409,Kit De Pintura Infantil,BRIN-KIT-FUN-0409,CATEG-0003,Fun Kids Distribuidora,165.00,4.24,32,Sim,Não,2023-06-07,308,110934.51,360.18,823,147,3.53,7.06,69.39,21,43.61,3.48,2026-05-16 20:42:35.119941
PROD-0410,Lousa Magnetica,BRIN-LOUSA-BRINQUEDOS-0410,CATEG-0003,Brinquedos Do Brasil Ltda,185.00,4.61,245,Sim,Não,2020-01-30,308,126050.13,409.25,848,169,3.41,6.7,71.6,28,57.06,2.82,2026-05-16 20:42:35.119941
PROD-0411,Teclado Musical Infantil,BRIN-TECLADO-FUN-0411,CATEG-0003,Fun Kids Distribuidora,84.00,7.49,417,Não,Não,2019-05-14,600,115309.49,192.18,1684,297,3.65,7.16,75.76,49,63.5,3.41,2026-05-16 20:42:35.119941
PROD-0412,Violao Infantil,BRIN-VIOLAO-TOY-0412,CATEG-0003,Toy Import Atacado,107.00,7.48,351,Não,Não,2024-07-14,282,71170.1,252.38,788,143,3.56,7.06,71.33,25,81.83,2.52,2026-05-16 20:42:35.119941
PROD-0413,Bateria Musical Infantil,BRIN-BATERIA-BRINQUEDOS-0413,CATEG-0003,Brinquedos Do Brasil Ltda,456.00,4.15,44,Não,Não,2024-05-18,128,130365.32,1018.48,362,61,3.89,7.8,80.33,10,58.9,3.5,2026-05-16 20:42:35.119941
PROD-0414,Microfone Infantil,BRIN-MICROFONE-BRINQUEDOS-0414,CATEG-0003,Brinquedos Do Brasil Ltda,60.00,3.86,115,Sim,Não,2023-12-24,562,75304.75,133.99,1510,276,3.59,6.97,72.46,49,62.29,3.16,2026-05-16 20:42:35.119941
PROD-0415,Kit Medico Infantil,BRIN-KIT-FUN-0415,CATEG-0003,Fun Kids Distribuidora,112.00,7.87,327,Sim,Não,2024-06-17,309,78719.28,254.75,839,160,3.79,7.43,79.38,21,67.51,3.43,2026-05-16 20:42:35.119941
PROD-0416,Kit Ferramentas Infantil,BRIN-KIT-BRINQUEDOS-0416,CATEG-0003,Brinquedos Do Brasil Ltda,63.00,1.92,457,Sim,Não,2020-10-09,587,88300.13,150.43,1738,313,3.61,7.18,75.72,60,61.9,3.35,2026-05-16 20:42:35.119941
PROD-0417,Pula Corda Infantil,BRIN-PULA-BRINQUEDOS-0417,CATEG-0003,Brinquedos Do Brasil Ltda,27.00,2.24,430,Sim,Não,2024-04-04,595,35612.11,59.85,1578,299,3.56,7.07,73.58,56,65.1,3.14,2026-05-16 20:42:35.119941
PROD-0418,Bamboleo,BR1N-BAMBOLEO-BRINQUEDOS-0418,CATEG-0008,Brinquedos Do Brasil Ltda,-1.00,1.55,104,Não,Não,2022-03-31,615,136476.76,221.91,1597,311,3.69,7.05,72.67,50,59.2,3.32,2026-05-16 20:42:35.119941
PROD-0419,Casinha De Bonecas,BRIN-CASINHA-BRINQUEDOS-0419,CATEG-0003,Brinquedos Do Brasil Ltda,371.00,3.71,327,Sim,Não,2023-01-08,127,108050.42,850.79,377,74,3.73,7.53,81.08,7,65.09,3.43,2026-05-16 20:42:35.119941
PROD-0420,Caminhao De Brinquedo,BRIN-CAMINHAO-BRINQUEDOS-0420,CATEG-0003,Brinquedos Do Brasil Ltda,98.00,4.2,-1,Não,Sim,2024-02-19,570,118509.08,207.91,1487,285,3.59,7.2,74.04,46,57.93,3.41,2026-05-16 20:42:35.119941
PROD-0421,Moto De Brinquedo,BRIN-MOTO-BRINQUEDOS-0421,CATEG-0003,Brinquedos Do Brasil Ltda,83.00,7.33,330,Não,Não,2023-02-09,583,110544.26,189.61,1648,296,3.75,7.34,76.69,42,65.15,3.55,2026-05-16 20:42:35.119941
PROD-0422,Boneco De Acao,BRIN-BONECO-TOY-0422,CATEG-0003,Toy Import Atacado,193.00,1.03,94,Sim,Não,2025-03-19,297,114911.63,386.91,750,156,3.71,7.18,76.28,16,69.55,2.94,2026-05-16 20:42:35.119941
PROD-0423,Kit Magica Infantil,BRIN-KIT-BRINQUEDOS-0423,CATEG-0003,Brinquedos Do Brasil Ltda,95.00,6.22,218,Sim,Não,2021-08-07,590,124832.8,211.58,1612,300,3.55,7.11,78.67,48,68.53,3.56,2026-05-16 20:42:35.119941
PROD-0424,Bolinha De Gude Kit,BRIN-BOLINHA-BRINQUEDOS-0424,CATEG-0003,Brinquedos Do Brasil Ltda,31.00,4.03,278,Sim,Não,2023-07-08,580,39556.55,68.2,1585,281,3.57,7.11,75.8,39,60.01,3.56,2026-05-16 20:42:35.119941
PROD-0425,Pipa Infantil,BRIN-PIPA-BRINQUEDOS-0425,CATEG-0003,Brinquedos Do Brasil Ltda,-1.00,2.06,134,Sim,Não,2024-09-03,563,123254.6,218.92,1495,261,3.72,7.37,79.31,41,58.16,3.37,2026-05-16 20:42:35.119941
PROD-0426,Carrinho De Bebe De Boneca,BRIN-CARRINHO-BRINQUEDOS-0426,CATEG-0003,Brinquedos Do Brasil Ltda,149.00,5.62,169,Sim,Não,2020-04-27,312,110516.73,354.22,910,170,3.38,6.6,72.94,24,64.92,3.08,2026-05-16 20:42:35.119941
PROD-0427,Cozinha Infantil,BRIN-COZINHA-BRINQUEDOS-0427,CATEG-0003,Brinquedos Do Brasil Ltda,256.00,1.96,172,Não,Não,2019-05-05,292,161930.45,554.56,755,148,3.54,6.95,72.97,25,52.77,3.2,2026-05-16 20:42:35.119941
PROD-0428,Cavalinho De Balanco,BRIN-CAVALINHO-BRINQUEDOS-0428,CATEG-0003,Brinquedos Do Brasil Ltda,196.00,3.6,353,Sim,Não,2021-08-06,295,131316.01,445.14,805,148,3.63,7.16,74.32,23,60.52,3.0,2026-05-16 20:42:35.119941
PROD-0429,Tapete De Atividades,BRIN-TAPETE-BRINQUEDOS-0429,CATEG-0003,Brinquedos Do Brasil Ltda,132.00,3.02,169,Sim,Não,2019-05-26,305,87045.07,285.39,788,152,3.64,7.04,76.97,20,59.28,3.15,2026-05-16 20:42:35.119941
PROD-0430,Gym Para Bebe,BRIN-GYM-BRINQUEDOS-0430,CATEG-0003,Brinquedos Do Brasil Ltda,239.00,1.73,258,Sim,Não,2020-03-27,294,158453.02,538.96,813,133,3.75,7.16,75.94,24,54.9,3.67,2026-05-16 20:42:35.119941
PROD-0431,Mordedor Infantil Kit,BRIN-MORDEDOR-BRINQUEDOS-0431,CATEG-0003,Brinquedos Do Brasil Ltda,25.00,0.47,334,Sim,Não,2025-04-26,616,34299.35,55.68,1663,326,3.67,7.11,77.3,54,49.29,3.63,2026-05-16 20:42:35.119941
PROD-0432,Chocalho Kit,BRIN-CHOCALHO-BRINQUEDOS-0432,CATEG-0003,Brinquedos Do Brasil Ltda,31.00,5.75,0,Sim,Não,2019-11-11,568,40428.38,71.18,1581,266,3.58,7.06,73.68,40,68.68,3.4,2026-05-16 20:42:35.119941
PROD-0433,Sofa 3 Lugares,MOVE-SOFA-MOVEISPLUS-0433,CATEG-0007,Moveisplus Distribuidora,-1.00,20.67,98,Sim,Não,2021-02-10,553,127015.68,229.68,1476,267,3.58,7.09,73.78,38,74.48,3.39,2026-05-16 20:42:35.119941
PROD-0434,Sofa 2 Lugares,MOVE-SOFA-INTERIORES-0434,CATEG-0007,Interiores Import Ltda,703.00,60.88,233,Sim,Não,2022-08-06,107,179364.15,1676.3,299,55,3.67,7.2,69.09,3,37.3,2.0,2026-05-16 20:42:35.119941
PROD-0435,Sofa Retratil 3 Lugares,MOVE-SOFA-MOVEISPLUS-0435,CATEG-0007,Moveisplus Distribuidora,1253.00,61.4,155,Sim,Não,2023-06-09,102,281687.35,2761.64,256,56,3.34,6.68,71.43,9,45.98,4.0,2026-05-16 20:42:35.119941
PROD-0436,Sofa Cama,MOVE-SOFA-MOVEISPLUS-0436,CATEG-0007,Moveisplus Distribuidora,1890.00,8.0,493,Sim,Não,2025-03-14,85,394666.4,4643.13,236,45,3.71,6.93,75.56,4,43.33,2.75,2026-05-16 20:42:35.119941
PROD-0437,Poltrona Reclinavel,MOVE-POLTRONA-MOVEISPLUS-0437,CATEG-0007,Moveisplus Distribuidora,1520.00,9.12,133,Sim,Não,2022-10-14,78,267574.95,3430.45,197,43,3.53,7.3,88.37,3,41.03,3.33,2026-05-16 20:42:35.119941
PROD-0438,Mesa De Jantar 6 Cadeiras,MOVE-MESA-MOVEISPLUS-0438,CATEG-0007,Moveisplus Distribuidora,-1.00,73.85,192,Sim,Não,2026-03-08,598,136691.03,228.58,1629,313,3.7,7.17,74.12,42,55.01,2.88,2026-05-16 20:42:35.119941
PROD-0439,Mesa De Jantar 4 Cadeiras,MOVE-MESA-MOVEISPLUS-0439,CATEG-0007,Moveisplus Distribuidora,1086.00,8.38,308,Sim,Não,2025-02-08,80,204691.44,2558.64,220,42,4.0,7.95,83.33,3,44.55,2.33,2026-05-16 20:42:35.119941
PROD-0440,Mesa De Jantar 8 Cadeiras,MOVE-MESA-MOVEISPLUS-0440,CATEG-0007,Moveisplus Distribuidora,4168.00,15.05,380,Sim,Não,2024-10-17,44,457612.28,10400.28,127,26,3.54,7.08,76.92,2,50.4,2.0,2026-05-16 20:42:35.119941
PROD-0441,Cadeira De Escritorio Ergonomica,MOV-CADEIRA-MOVEISPLUS-0441,CATEG-0007,Moveisplus Distribuidora,820.00,7.33,191,Não,Não,2026-01-25,82,139209.46,1697.68,218,40,3.63,7.28,72.5,11,92.29,4.45,2026-05-16 20:42:35.119941
PROD-0442,Cadeira De Escritorio Basica,MOVE-CADEIRA-DECOR-0442,CATEG-0007,Decor Brasil Atacado,538.00,-1.0,82,Não,Sim,2024-07-05,138,171591.39,1243.42,373,69,3.68,6.7,71.01,8,59.59,4.0,2026-05-16 20:42:35.119941
PROD-0443,Cadeira Gamer,MOVE-CADEIRA-INTERIORES-0443,CATEG-0007,Interiores Import Ltda,-1.00,40.25,308,Sim,Não,2025-06-28,577,132425.44,229.51,1596,293,3.71,7.29,76.45,54,61.67,3.13,2026-05-16 20:42:35.119941
PROD-0444,Estante De Livros 5 Prateleiras,MOVE-ESTANTE-MOVEISPLUS-0444,CATEG-0007,Moveisplus Distribuidora,655.00,19.7,-1,Não,Sim,2021-08-20,131,219159.27,1672.97,384,60,3.75,7.17,75.0,13,72.39,2.46,2026-05-16 20:42:35.119941
PROD-0445,Estante De Livros 3 Prateleiras,MOVE-ESTANTE-DECOR-0445,CATEG-0007,Decor Brasil Atacado,513.00,49.55,400,Não,Não,2025-01-09,123,147069.68,1195.69,334,66,3.65,7.32,80.3,9,66.2,3.56,2026-05-16 20:42:35.119941
PROD-0446,Guarda-roupa 6 Portas,MOVE-GUARDA-ROUPA-DECOR-0446,CATEG-0007,Decor Brasil Atacado,3175.00,52.48,57,Sim,Não,2019-07-05,51,351570.34,6893.54,137,27,3.78,7.74,77.78,3,53.33,3.0,2026-05-16 20:42:35.119941
PROD-0447,Guarda-roupa 4 Portas,MOVE-GUARDA-ROUPA-MOVEISPLUS-0447,CATEG-0007,Moveisplus Distribuidora,-1.00,78.95,356,Sim,Sim,2019-08-10,617,141377.7,229.14,1689,288,3.67,7.32,77.78,50,56.71,3.54,2026-05-16 20:42:35.119941
PROD-0448,Guarda-roupa 2 Portas,MOVE-GUARDA-ROUPA-DECOR-0448,CATEG-0007,Decor Brasil Atacado,1228.00,44.9,252,Sim,Não,2020-01-03,82,223834.08,2729.68,230,39,3.74,7.82,87.18,4,34.7,3.75,2026-05-16 20:42:35.119941
PROD-0449,Cama Casal Com Cabeceira,MOVE-CAMA-DECOR-0449,CATEG-0007,Decor Brasil Atacado,1070.00,14.6,66,Sim,Não,2021-03-18,99,253547.09,2561.08,288,52,3.5,6.87,69.23,8,78.14,3.5,2026-05-16 20:42:35.119941
PROD-0450,Cama Solteiro Com Cabeceira,MOVE-CAMA-INTERIORES-0450,CATEG-0007,Interiores Import Ltda,835.00,13.78,470,Sim,Não,2018-04-30,88,160998.41,1829.53,242,49,3.71,7.71,81.63,7,74.92,3.71,2026-05-16 20:42:35.119941
PROD-0451,Cama Box Casal,MOVE-CAMA-DECOR-0451,CATEG-0007,Decor Brasil Atacado,-1.00,56.75,170,Sim,Não,2020-12-31,605,134328.46,222.03,1586,304,3.69,7.05,72.37,45,64.57,3.6,2026-05-16 20:42:35.119941
PROD-0452,Cama Box Solteiro,MOVE-CAMA-INTERIORES-0452,CATEG-0007,Interiores Import Ltda,703.00,59.6,-1,Sim,Sim,2023-01-02,134,211155.89,1575.79,368,67,3.67,6.87,76.12,10,53.74,3.2,2026-05-16 20:42:35.119941
PROD-0453,Escrivaninha Com Gavetas,MOVE-ESCRIVANINHA-MOVEISPLUS-0453,CATEG-0007,Moveisplus Distribuidora,541.00,7.1,238,Sim,Não,2024-09-28,136,167222.21,1229.58,374,64,3.75,7.13,76.56,11,45.74,3.0,2026-05-16 20:42:35.119941
PROD-0454,Escrivaninha Simples,MOVE-ESCRIVANINHA-MOVEISPLUS-0454,CATEG-0007,Moveisplus Distribuidora,290.00,-1.0,234,Sim,Sim,2019-06-06,326,219126.55,672.17,916,154,3.68,7.61,82.47,28,61.62,3.18,2026-05-16 20:42:35.119941
PROD-0455,Mesa De Centro,NULL-MESA-MOVEISPLUS-0455,CATEG-0008,Moveisplus Distribuidora,649.00,66.57,292,Sim,Não,2020-08-07,144,206019.41,1430.69,365,74,3.7,7.31,81.08,6,47.72,3.33,2026-05-16 20:42:35.119941
PROD-0456,Mesa De Canto,NULL-MESA-DECOR-0456,CATEG-0008,Decor Brasil Atacado,506.00,6.05,4,Sim,Não,2022-03-22,142,170260.17,1199.02,404,69,3.59,7.17,75.36,7,79.43,3.43,2026-05-16 20:42:35.119941
PROD-0457,Rack Para Tv,MOVE-RACK-DECOR-0457,CATEG-0007,Decor Brasil Atacado,1047.00,53.9,54,Sim,Não,2024-04-04,85,196814.37,2315.46,230,48,3.44,7.0,68.75,5,34.84,3.8,2026-05-16 20:42:35.119941
PROD-0458,Painel Para Tv,MOVE-PAINEL-INTERIORES-0458,CATEG-0007,Interiores Import Ltda,591.00,27.35,12,Sim,Não,2018-10-22,128,167448.57,1308.19,349,56,3.48,6.98,71.43,15,69.69,3.13,2026-05-16 20:42:35.119941
PROD-0459,Painel Com Lareira,MOVE-PAINEL-DECOR-0459,CATEG-0007,Decor Brasil Atacado,-1.00,44.6,106,Sim,Não,2023-02-24,577,137109.2,237.62,1672,280,3.61,7.31,75.71,56,65.85,3.16,2026-05-16 20:42:35.119941
PROD-0460,Penteadeira Com Espelho,MOVE-PENTEADEIRA-MOVEISPLUS-0460,CATEG-0007,Moveisplus Distribuidora,806.00,-1.0,149,Sim,Sim,2025-06-18,83,150405.03,1812.11,222,42,3.31,6.24,69.05,4,33.43,3.5,2026-05-16 20:42:35.119941
PROD-0461,Cabeceira Casal,MOVE-CABECEIRA-DECOR-0461,CATEG-0007,Decor Brasil Atacado,291.00,36.42,46,Sim,Não,2025-04-28,306,214312.76,700.37,839,152,3.78,7.57,79.61,27,60.36,3.26,2026-05-16 20:42:35.119941
PROD-0462,Cabeceira Solteiro,MOVE-CABECEIRA-MOVEISPLUS-0462,CATEG-0007,Moveisplus Distribuidora,505.00,73.62,459,Sim,Não,2022-05-14,130,162256.76,1248.13,386,68,3.47,7.03,75.0,9,57.54,3.78,2026-05-16 20:42:35.119941
PROD-0463,Poltrona Decorativa,MOV-POLTRONA-DECOR-0463,CATEG-0007,Decor Brasil Atacado,1491.00,31.62,211,Não,Não,2022-02-22,105,352760.75,3359.63,292,47,3.94,7.6,80.85,13,74.59,3.62,2026-05-16 20:42:35.119941
PROD-0464,Berco Americano,MOVE-BERCO-INTERIORES-0464,CATEG-0007,Interiores Import Ltda,-1.00,73.92,261,Sim,Não,2020-12-20,567,131600.4,232.1,1525,278,3.74,7.25,78.06,43,52.9,3.3,2026-05-16 20:42:35.119941
PROD-0465,Berco Multifuncional,MOVE-BERCO-MOVEISPLUS-0465,CATEG-0007,Moveisplus Distribuidora,1927.00,-1.0,422,Sim,Sim,2024-11-27,89,382635.16,4299.27,245,34,3.53,6.79,73.53,4,25.88,3.75,2026-05-16 20:42:35.119941
PROD-0466,Mesa Lateral,MOVE-MESA-MOVEISPLUS-0466,CATEG-0007,Moveisplus Distribuidora,274.00,11.15,340,Não,Não,2025-06-21,299,184215.74,616.11,815,143,3.73,7.37,77.62,25,62.96,3.48,2026-05-16 20:42:35.119941
PROD-0467,Criado Mudo,MOVE-CRIADO-MOVEISPLUS-0467,CATEG-0007,Moveisplus Distribuidora,464.00,17.6,481,Sim,Não,2024-11-09,132,138087.91,1046.12,351,68,3.43,6.66,64.71,6,69.55,2.83,2026-05-16 20:42:35.119941
PROD-0468,Comoda 5 Gavetas,MOVE-COMODA-DECOR-0468,CATEG-0007,Decor Brasil Atacado,462.00,5.53,58,Sim,Não,2022-09-02,128,137319.57,1072.81,333,69,3.61,7.36,78.26,8,48.34,2.63,2026-05-16 20:42:35.119941
PROD-0469,Comoda 3 Gavetas,MOVE-COMODA-MOVEISPLUS-0469,CATEG-0007,Moveisplus Distribuidora,-1.00,23.07,299,Sim,Sim,2026-03-05,621,140678.61,226.54,1659,305,3.64,7.22,75.08,44,64.81,3.41,2026-05-16 20:42:35.119941
PROD-0470,Armario De Cozinha 6 Portas,MOVE-ARMARIO-DECOR-0470,CATEG-0007,Decor Brasil Atacado,-1.00,24.95,0,Sim,Sim,2021-05-19,570,127864.14,224.32,1525,273,3.58,7.11,76.19,40,53.44,3.3,2026-05-16 20:42:35.119941
PROD-0471,Balcao De Cozinha,MOVE-BALCAO-DECOR-0471,CATEG-0007,Decor Brasil Atacado,1485.00,78.72,263,Sim,Não,2020-05-22,81,254102.71,3137.07,219,43,3.88,7.56,86.05,7,80.79,4.0,2026-05-16 20:42:35.119941
PROD-0472,Prateleira Flutuante Kit 3,MOVE-PRATELEIRA-MOVEISPLUS-0472,CATEG-0007,Moveisplus Distribuidora,460.00,8.68,103,Sim,Não,2019-12-21,135,137037.52,1015.09,340,67,3.61,7.36,77.61,11,72.67,2.27,2026-05-16 20:42:35.119941
PROD-0473,Sapateira Com Tampa,MOVE-SAPATEIRA-MOVEISPLUS-0473,CATEG-0007,Moveisplus Distribuidora,449.00,45.65,388,Sim,Não,2024-03-16,104,98457.91,946.71,267,48,3.58,6.83,70.83,11,83.11,3.36,2026-05-16 20:42:35.119941
PROD-0474,Cabideiro De Parede,MOVE-CABIDEIRO-DECOR-0474,CATEG-0007,Decor Brasil Atacado,113.00,11.97,391,Sim,Não,2021-04-26,266,66762.49,250.99,712,125,3.66,7.1,75.2,22,55.58,3.59,2026-05-16 20:42:35.119941
PROD-0475,Cadeira De Balanco,MOVE-CADEIRA-MOVEISPLUS-0475,CATEG-0007,Moveisplus Distribuidora,632.00,6.42,399,Sim,Não,2019-05-05,152,218384.65,1436.74,406,71,3.7,7.35,77.46,19,69.51,3.53,2026-05-16 20:42:35.119941
PROD-0476,Cadeira De Jardim,MOVE-CADEIRA-MOVEISPLUS-0476,CATEG-0007,Moveisplus Distribuidora,397.00,-1.0,50,Sim,Sim,2019-08-07,114,95737.83,839.81,285,54,3.78,7.54,75.93,9,67.55,2.56,2026-05-16 20:42:35.119941
PROD-0477,Mesa De Jardim,M0VE-MESA-INTERIORES-0477,CATEG-0008,Interiores Import Ltda,651.00,65.68,-1,Sim,Sim,2024-05-28,137,200515.06,1463.61,377,73,3.82,7.47,75.34,10,41.61,3.8,2026-05-16 20:42:35.119941
PROD-0478,Rede De Descanso,MOVE-REDE-INTERIORES-0478,CATEG-0007,Interiores Import Ltda,-1.00,9.72,12,Não,Sim,2019-09-27,601,139139.4,231.51,1664,297,3.72,7.38,80.13,37,55.17,3.19,2026-05-16 20:42:35.119941
PROD-0479,Cadeira Alta Para Bebe,MOVE-CADEIRA-MOVEISPLUS-0479,CATEG-0007,Moveisplus Distribuidora,620.00,37.92,394,Sim,Não,2023-03-07,111,152752.19,1376.15,284,45,3.56,7.02,80.0,14,86.71,2.71,2026-05-16 20:42:35.119941
PROD-0480,Mesa De Cabeceira,M0VE-MESA-MOVEISPLUS-0480,CATEG-0008,Moveisplus Distribuidora,-1.00,49.77,285,Não,Não,2022-12-28,657,148133.92,225.47,1821,324,3.6,7.27,78.09,71,58.97,3.27,2026-05-16 20:42:35.119941
PROD-0481,Aparador De Sala,MOVE-APARADOR-MOVEISPLUS-0481,CATEG-0007,Moveisplus Distribuidora,339.00,16.4,406,Sim,Não,2021-01-14,127,101996.87,803.12,364,63,3.67,7.05,77.78,10,78.51,3.0,2026-05-16 20:42:35.119941
PROD-0482,Cristaleira 3 Portas,MOVE-CRISTALEIRA-MOVEISPLUS-0482,CATEG-0007,Moveisplus Distribuidora,1080.00,44.08,245,Sim,Não,2025-10-22,93,235469.27,2531.93,272,52,3.63,7.08,76.92,6,31.84,3.33,2026-05-16 20:42:35.119941
PROD-0483,Estante Gamer,MOVE-ESTANTE-MOVEISPLUS-0483,CATEG-0007,Moveisplus Distribuidora,1148.00,64.93,125,Sim,Não,2020-04-18,81,221442.39,2733.86,223,40,3.5,7.1,72.5,11,67.86,3.73,2026-05-16 20:42:35.119941
PROD-0484,Bancada De Trabalho,MOVE-BANCADA-MOVEISPLUS-0484,CATEG-0007,Moveisplus Distribuidora,643.00,54.35,54,Não,Não,2023-08-02,131,184812.87,1410.79,365,69,3.51,6.71,63.77,11,68.25,3.09,2026-05-16 20:42:35.119941
PROD-0485,Armario De Ferramentas,MOVE-ARMARIO-DECOR-0485,CATEG-0007,Decor Brasil Atacado,828.00,40.7,368,Sim,Não,2025-02-06,93,165481.33,1779.37,232,44,3.73,7.3,77.27,14,65.98,3.57,2026-05-16 20:42:35.119941
PROD-0486,Gaveteiro Com Rodas,MOVE-GAVETEIRO-MOVEISPLUS-0486,CATEG-0007,Moveisplus Distribuidora,739.00,41.98,311,Sim,Não,2022-06-22,141,215706.52,1529.83,371,83,3.77,7.66,84.34,16,69.59,3.0,2026-05-16 20:42:35.119941
PROD-0487,Nicho Decorativo Kit 3,MOVE-NICHO-MOVEISPLUS-0487,CATEG-0007,Moveisplus Distribuidora,177.00,5.45,3,Sim,Não,2020-04-19,288,116790.63,405.52,780,153,3.57,6.96,73.2,27,50.73,3.52,2026-05-16 20:42:35.119941
PROD-0488,Mesa Dobravek,MOVE-MESA-MOVEISPLUS-0488,CATEG-0007,Moveisplus Distribuidora,310.00,41.38,53,Não,Não,2024-05-11,132,96559.17,731.51,386,66,3.65,7.42,74.24,12,65.24,2.92,2026-05-16 20:42:35.119941
PROD-0489,Cadeira Dobravek,MOVE-CADEIRA-DECOR-0489,CATEG-0007,Decor Brasil Atacado,298.00,41.9,386,Sim,Não,2023-04-11,307,225457.56,734.39,914,151,3.74,7.53,77.48,26,68.0,3.31,2026-05-16 20:42:35.119941
PROD-0490,Banqueta Bar Alta,MOVE-BANQUETA-MOVEISPLUS-0490,CATEG-0007,Moveisplus Distribuidora,429.00,52.1,44,Sim,Não,2025-05-25,132,135597.27,1027.25,373,65,3.69,7.08,73.85,11,47.52,3.55,2026-05-16 20:42:35.119941
PROD-0491,Banco De Madeira,MÓVE-BANCO-INTERIORES-0491,CATEG-0008,Interiores Import Ltda,303.00,70.92,221,Sim,Não,2024-07-16,124,89090.07,718.47,358,53,3.55,7.09,73.58,9,67.37,3.89,2026-05-16 20:42:35.119941
PROD-0492,Mesa De Canto Redonda,M0VE-MESA-INTERIORES-0492,CATEG-0008,Interiores Import Ltda,246.00,33.35,307,Não,Não,2021-06-27,305,170565.52,559.23,811,172,3.76,7.24,76.74,18,86.69,3.89,2026-05-16 20:42:35.119941
